"","X","lon","lat","X.1","zip","city","state","metro","county_name","x2020_01","quartile","rating","address","region"
"462",478,-80.2341679,36.1108073,NA,"38115","Memphis","TN","Memphis","Shelby County",119710,"q2",NA,"6745 winchester rd, memphis, tn 38115, usa","South"
"463",479,-89.3758917,43.0810465,NA,NA,NA,NA,NA,NA,NA,"q4",NA,NA,NA
"464",480,-82.4631751,27.3528898,NA,"22309","Mount Vernon","VA","Washington-Arlington-Alexandria","Fairfax County",453467,"q4",NA,"8228 richmond hwy, alexandria, va 22309, usa","South"
"465",481,-104.9904157,39.5672296,NA,"89141","Las Vegas","NV","Las Vegas-Henderson-Paradise","Clark County",352187,"q4",NA,"10600 southern highlands pkwy, las vegas, nv 89141, usa","West"
"466",482,-97.323669,32.6590428,NA,"29301","Spartanburg","SC","Spartanburg","Spartanburg County",146871,"q2",NA,"e blackstock rd, spartanburg, sc 29301, usa","South"
"467",483,-78.7959575,35.6650519,NA,"27889","Washington","NC","Washington","Beaufort County",138969,"q2",NA,"630 w 15th st store 630, washington, nc 27889, usa","South"
"468",484,-121.7139516,38.5528138,NA,"29307","Spartanburg","SC","Spartanburg","Spartanburg County",161590,"q2",NA,"dawn redwood dr, spartanburg, sc 29307, usa","South"
"469",485,-81.9046286,26.7244749,NA,"16365","Warren","PA","Warren","Warren County",103278,"q1",NA,"1079 market st, warren, pa 16365, usa","Northeast"
"470",486,-87.9664816,44.4768691,NA,"77346","Atascocita","TX","Houston-The Woodlands-Sugar Land","Harris County",222249,"q3",NA,"20669 w lake houston pkwy, humble, tx 77346, usa","South"
"471",487,-117.621909,33.4405808,NA,"33436","Boynton Beach","FL","Miami-Fort Lauderdale-West Palm Beach","Palm Beach County",268887,"q4",NA,"3499 woolbright rd, boynton beach, fl 33436, usa","South"
"472",488,-82.8212175,39.9806888,NA,"27101","Winston-Salem","NC","Winston-Salem","Forsyth County",119011,"q2",NA,"1253 n liberty st, winston-salem, nc 27101, usa","South"
"473",489,-81.7146778,35.7545577,NA,"53703","Madison","WI","Madison","Dane County",365249,"q4",NA,"10 n livingston st, madison, wi 53703, usa","Midwest"
"474",490,-98.274976,29.6041087,NA,"34235","Sarasota","FL","North Port-Sarasota-Bradenton","Sarasota County",219166,"q3",NA,"1704 n honore ave, sarasota, fl 34235, usa","South"
"475",491,-122.7512642,38.4255983,NA,"76134","Fort Worth","TX","Dallas-Fort Worth-Arlington","Tarrant County",176954,"q3",NA,"old hemphill rd, fort worth, tx 76134, usa","South"
"476",492,-123.1398295,44.0496999,NA,"27540","Holly Springs","NC","Raleigh","Wake County",337588,"q4",NA,"101 matthews dr, holly springs, nc 27540, usa","South"
"477",493,-89.603209,40.547859,NA,"33903","North Fort Myers","FL","Cape Coral-Fort Myers","Lee County",180765,"q3",NA,"17940 n tamiami trail #115n, north fort myers, fl 33903, usa","South"
"478",494,-95.7719367,44.4332542,NA,"92673","San Clemente","CA","Los Angeles-Long Beach-Anaheim","Orange County",959719,"q4",NA,"2001 calle frontera, san clemente, ca 92673, usa","West"
"479",495,-84.2074426,33.8516813,NA,"43213","Whitehall","OH","Columbus","Franklin County",127329,"q2",NA,"6847 e broad st, columbus, oh 43213, usa","Midwest"
"480",496,-94.7479598,31.3369459,NA,"28655","Morganton","NC","Hickory-Lenoir-Morganton","Burke County",150329,"q2",NA,"118 bost rd, morganton, nc 28655, usa","South"
"481",497,-98.3725107,29.5088397,NA,"95407","Santa Rosa","CA","Santa Rosa","Sonoma County",524181,"q4",NA,"2245 challenger way #104santa, santa rosa, ca 95407, usa","West"
"482",498,-77.3697224,37.1837383,NA,"61554","Pekin","IL","Peoria","Tazewell County",92558,"q1",NA,"3245 court st, pekin, il 61554, usa","Midwest"
"483",499,-98.5623159,33.8570295,NA,"56258","Marshall","MN","Marshall","Lyon County",179047,"q3",NA,"1200 e main st, marshall, mn 56258, usa","Midwest"
"484",500,-104.8205644,39.6234777,NA,"75904","Lufkin","TX","Lufkin","Angelina County",134360,"q2",NA,"301 hill st, lufkin, tx 75904, usa","South"
